"";"country";"Year";"GDP_per_capita";"life_expectancy";"population";"continent";"child_per_woman";"child_mortality";"health_spend";"maternal_mortality"
"8918";"Madagascar";1866;717;30,5;2300000;"Africa";6,89;437;NA;NA
"8919";"Malawi";1866;353;30,3;744000;"Africa";6,78;440;NA;NA
"8920";"Malaysia";1866;1100;30,6;754000;"Asia";5,45;436;NA;NA
"8921";"Mali";1866;614;26,4;2150000;"Africa";6,23;494;NA;NA
"8922";"Mauritania";1866;661;32;463000;"Africa";6,34;417;NA;NA
"8923";"Mauritius";1866;1180;29,4;316000;"Africa";5,03;295;NA;NA
"8924";"Mexico";1866;1250;26,9;8950000;"Americas";6,8;487;NA;NA
"8925";"Mongolia";1866;642;31,8;663000;"Asia";5,94;420;NA;NA
"8926";"Montenegro";1866;1440;35,4;190000;"Europe";5,38;375;NA;NA
"8927";"Morocco";1866;776;33,1;3680000;"Africa";6,5;403;NA;NA
"8928";"Mozambique";1866;406;30,3;3090000;"Africa";6,63;440;NA;NA
"8929";"Myanmar";1866;848;30,8;4290000;"Asia";6,03;433;NA;NA
"8930";"Namibia";1866;1080;32,4;230000;"Africa";5,96;412;NA;NA
"8931";"Nepal";1866;660;32,8;4660000;"Asia";6,15;407;NA;NA
"8932";"Netherlands";1866;5110;33,6;3500000;"Europe";5,02;331;NA;NA
"8933";"New Zealand";1866;4500;34;232000;"Oceania";5,75;149;NA;NA
"8934";"Nicaragua";1866;1590;25,4;392000;"Americas";6,16;509;NA;NA
"8935";"Niger";1866;559;30,8;1600000;"Africa";6,83;433;NA;NA
"8936";"Nigeria";1866;1090;30,4;14800000;"Africa";6,55;438;NA;NA
"8937";"Norway";1866;2360;49,9;1680000;"Europe";4,61;170;NA;NA
"8938";"Oman";1866;1110;32,3;363000;"Asia";6,88;414;NA;NA
"8939";"Pakistan";1866;1030;25,8;15900000;"Asia";6,59;502;NA;NA
"8940";"Panama";1866;1430;32,9;167000;"Americas";5,36;406;NA;NA
"8941";"Paraguay";1866;1490;35,5;378000;"Americas";6,49;374;NA;NA
"8942";"Peru";1866;1360;35,7;2480000;"Americas";6,82;372;NA;NA
"8943";"Philippines";1866;1030;30,9;4130000;"Asia";6,39;432;NA;NA
"8944";"Poland";1866;1560;35,9;16100000;"Europe";5,46;369;NA;NA
"8945";"Portugal";1866;1690;35,6;4200000;"Europe";4,11;373;NA;NA
"8946";"Romania";1866;1530;35,7;8920000;"Europe";4,19;388;NA;NA
"8947";"Rwanda";1866;469;31,8;1250000;"Africa";7,07;420;NA;NA
"8948";"Sao Tome and Principe";1866;961;31;32100;"Africa";6,23;338;NA;NA
"8949";"Saudi Arabia";1866;907;32,1;2320000;"Asia";6,86;416;NA;NA
"8950";"Senegal";1866;623;25,2;1380000;"Africa";5,7;512;NA;NA
"8951";"Serbia";1866;1850;35,5;3220000;"Europe";5,98;374;NA;NA
"8952";"Sierra Leone";1866;919;25,1;1100000;"Africa";5,72;514;NA;NA
"8953";"Singapore";1866;1130;34;79100;"Asia";5,23;392;NA;NA
"8954";"Slovak Republic";1866;1950;36,4;2530000;"Europe";5,94;363;NA;NA
"8955";"Slovenia";1866;1920;36,6;705000;"Europe";4,32;361;NA;NA
"8956";"Somalia";1866;739;29,4;1330000;"Africa";6,87;452;NA;NA
"8957";"South Africa";1866;1290;33,5;2480000;"Africa";6,47;398;NA;NA
"8958";"Spain";1866;1960;29,5;1,6e+07;"Europe";5,07;301;NA;NA
"8959";"Sri Lanka";1866;1290;32,6;2660000;"Asia";5,68;410;NA;NA
"8960";"Sudan";1866;649;31,4;4770000;"Africa";6,64;425;NA;NA
"8961";"Swaziland";1866;613;32,3;86500;"Africa";6,71;414;NA;NA
"8962";"Sweden";1866;2010;44,7;4020000;"Europe";4,68;222;NA;NA
"8963";"Switzerland";1866;4950;38;2600000;"Europe";4,33;345;NA;NA
"8964";"Syria";1866;1150;31,1;1560000;"Asia";6,85;429;NA;NA
"8965";"Tanzania";1866;638;32,2;3540000;"Africa";6,74;415;NA;NA
"8966";"Thailand";1866;998;30,4;5710000;"Asia";6,35;438;NA;NA
"8967";"Togo";1866;855;31,3;668000;"Africa";6,34;427;NA;NA
"8968";"Trinidad and Tobago";1866;1580;38,8;116000;"Americas";4,83;336;NA;NA
"8969";"Tunisia";1866;895;28,8;1160000;"Africa";6,4;460;NA;NA
"8970";"Turkey";1866;1560;35;11700000;"Europe";6,92;380;NA;NA
"8971";"Uganda";1866;581;25,3;2450000;"Africa";6,89;511;NA;NA
"8972";"United Kingdom";1866;5650;40,4;26500000;"Europe";4,92;269;NA;NA
"8973";"United States";1866;3880;39,4;37200000;"Americas";5,12;329;NA;NA
"8974";"Uruguay";1866;5180;32,9;289000;"Americas";5,78;406;NA;NA
"8975";"Venezuela";1866;838;32,2;1620000;"Americas";5,87;415;NA;NA
"8976";"Vietnam";1866;836;32;9900000;"Asia";4,7;417;NA;NA
"8977";"Zambia";1866;778;32,6;745000;"Africa";6,71;410;NA;NA
"8978";"Zimbabwe";1866;941;33,7;1510000;"Africa";6,75;396;NA;NA
"8979";"Afghanistan";1867;709;27,5;4110000;"Asia";7;479;NA;NA
"8980";"Albania";1867;745;35,4;592000;"Europe";4,6;375;NA;NA
"8981";"Algeria";1867;1220;21;3720000;"Africa";6,99;460;NA;NA
"8982";"Angola";1867;829;27;2260000;"Africa";6,98;486;NA;NA
"8983";"Argentina";1867;2940;33,2;1710000;"Americas";6,8;402;NA;NA
"8984";"Australia";1867;5150;34;1590000;"Oceania";5,41;218;NA;NA
"8985";"Austria";1867;3370;34,4;4450000;"Europe";4,81;411;NA;NA
"8986";"Bahrain";1867;1860;30,3;65000;"Asia";7;440;NA;NA
"8987";"Bangladesh";1867;881;25,5;24400000;"Asia";6,7;508;NA;NA
"8988";"Belgium";1867;4620;43,1;5e+06;"Europe";4,73;258;NA;NA
"8989";"Benin";1867;751;31;1010000;"Africa";5,61;430;NA;NA
"8990";"Bolivia";1867;1340;33;1510000;"Americas";6,48;405;NA;NA
"8991";"Bosnia and Herzegovina";1867;789;35,1;1290000;"Europe";5,38;379;NA;NA
"8992";"Botswana";1867;500;33,6;122000;"Africa";6,49;397;NA;NA
"8993";"Brazil";1867;1600;32;9470000;"Americas";6,26;417;NA;NA
"8994";"Bulgaria";1867;1380;38,8;2620000;"Europe";5,16;337;NA;NA
"8995";"Burkina Faso";1867;507;29,2;2350000;"Africa";6,07;455;NA;NA
"8996";"Burundi";1867;445;31,5;1270000;"Africa";6,81;424;NA;NA
"8997";"Cambodia";1867;971;35;2350000;"Asia";6,95;380;NA;NA
"8998";"Cameroon";1867;788;28,8;2120000;"Africa";5,54;460;NA;NA
"8999";"Canada";1867;2680;42,2;3650000;"Americas";5,17;299;NA;NA
"9000";"Central African Republic";1867;534;30;601000;"Africa";6,51;444;NA;NA
"9001";"Chad";1867;526;30,9;1450000;"Africa";6,06;432;NA;NA
"9002";"Chile";1867;1680;32;1870000;"Americas";5,29;417;NA;NA
"9003";"China";1867;1090;31,8;3,68e+08;"Asia";5,5;425;NA;NA
"9004";"Colombia";1867;1090;32;2390000;"Americas";6,19;417;NA;NA
"9005";"Comoros";1867;745;32,1;81900;"Africa";6,01;416;NA;NA
"9006";"Congo, Dem. Rep.";1867;639;31,6;7040000;"Africa";5,99;423;NA;NA
"9007";"Congo, Rep.";1867;695;32,7;445000;"Africa";5,67;409;NA;NA
"9008";"Costa Rica";1867;1310;30,2;131000;"Americas";6,93;441;NA;NA
"9009";"Cote d'Ivoire";1867;1060;31,2;1500000;"Africa";6,78;428;NA;NA
"9010";"Croatia";1867;1840;36,1;1860000;"Europe";5,75;367;NA;NA
"9011";"Cuba";1867;1880;31,7;1390000;"Americas";5,78;421;NA;NA
"9012";"Czech Republic";1867;2620;35;6550000;"Europe";5,12;380;NA;NA
"9013";"Denmark";1867;3230;45;1830000;"Europe";4,09;222;NA;NA
"9014";"Djibouti";1867;930;29,9;32800;"Africa";6,3;445;NA;NA
"9015";"Dominican Republic";1867;863;29,9;228000;"Americas";6,16;445;NA;NA
"9016";"Ecuador";1867;716;32,9;994000;"Americas";7;406;NA;NA
"9017";"Egypt";1867;985;33;6800000;"Africa";6,04;405;NA;NA
"9018";"El Salvador";1867;1450;28,7;473000;"Americas";5,9;462;NA;NA
"9019";"Equatorial Guinea";1867;389;29,8;94100;"Africa";5,51;447;NA;NA
"9020";"Eritrea";1867;601;30,2;382000;"Africa";6,96;441;NA;NA
"9021";"Ethiopia";1867;533;29,7;5710000;"Africa";7,17;448;NA;NA
"9022";"Finland";1867;1470;25,3;1800000;"Europe";4,47;362;NA;NA
"9023";"France";1867;3410;42,3;37900000;"Europe";3,55;263;NA;NA
"9024";"Gabon";1867;394;30,6;235000;"Africa";6,25;436;NA;NA
"9025";"Gambia";1867;847;28,8;147000;"Africa";6,51;460;NA;NA
"9026";"Germany";1867;2700;38,4;38600000;"Europe";5,11;507;NA;NA
"9027";"Ghana";1867;734;28;1630000;"Africa";6,43;471;NA;NA
"9028";"Greece";1867;1940;36,6;3570000;"Europe";3,83;361;NA;NA
"9029";"Guatemala";1867;1260;25,8;1040000;"Americas";6,45;503;NA;NA
"9030";"Guinea";1867;497;30,2;1490000;"Africa";6,11;441;NA;NA
"9031";"Guinea-Bissau";1867;810;32;301000;"Africa";7,25;417;NA;NA
"9032";"Haiti";1867;1020;29;1120000;"Americas";6,31;486;NA;NA
"9033";"Honduras";1867;1230;33,9;401000;"Americas";6,2;393;NA;NA
"9034";"Hungary";1867;1810;36;5790000;"Europe";4,64;368;NA;NA
"9035";"Iceland";1867;1550;37,5;83300;"Europe";4,38;330;NA;NA
"9036";"India";1867;1060;25,3;2,11e+08;"Asia";5,95;509;NA;NA
"9037";"Indonesia";1867;1070;30;26200000;"Asia";6,07;444;NA;NA
"9038";"Iran";1867;1070;25,6;8270000;"Asia";7,08;506;NA;NA
"9039";"Iraq";1867;1180;31,2;1550000;"Asia";7,13;428;NA;NA
"9040";"Ireland";1867;2830;40,4;3940000;"Europe";3,53;144;NA;NA
"9041";"Israel";1867;888;32;245000;"Asia";5,13;447;NA;NA
"9042";"Italy";1867;2440;29,7;27300000;"Europe";4,92;447;NA;NA
"9043";"Jamaica";1867;904;34,2;484000;"Americas";5,13;390;NA;NA
"9044";"Japan";1867;1200;36,5;34200000;"Asia";4,27;362;NA;NA
"9045";"Jordan";1867;1190;31,7;266000;"Asia";6,97;421;NA;NA
"9046";"Kenya";1867;1050;25,5;2590000;"Africa";6,91;508;NA;NA
"9047";"Kuwait";1867;1410;26;81500;"Asia";6,87;500;NA;NA
"9048";"Lebanon";1867;1520;29,7;458000;"Asia";5,74;448;NA;NA
"9049";"Lesotho";1867;408;32,8;394000;"Africa";5,84;407;NA;NA
"9050";"Liberia";1867;907;31,1;464000;"Africa";6,19;429;NA;NA
"9051";"Libya";1867;1870;33,1;696000;"Africa";7,2;405;NA;NA
"9052";"Madagascar";1867;721;30,5;2320000;"Africa";6,89;437;NA;NA
"9053";"Malawi";1867;353;30,3;745000;"Africa";6,78;440;NA;NA
"9054";"Malaysia";1867;1100;30,6;773000;"Asia";5,45;436;NA;NA
"9055";"Mali";1867;614;26,4;2170000;"Africa";6,23;494;NA;NA
"9056";"Mauritania";1867;664;32;465000;"Africa";6,34;417;NA;NA
"9057";"Mauritius";1867;1180;4;321000;"Africa";5,03;274;NA;NA
"9058";"Mexico";1867;1240;26,9;9040000;"Americas";6,8;487;NA;NA
"9059";"Mongolia";1867;643;31,8;664000;"Asia";5,94;420;NA;NA
"9060";"Montenegro";1867;1450;35,4;191000;"Europe";5,38;375;NA;NA
"9061";"Morocco";1867;778;33,1;3700000;"Africa";6,5;403;NA;NA
"9062";"Mozambique";1867;406;30,3;3110000;"Africa";6,63;440;NA;NA
"9063";"Myanmar";1867;848;30,8;4340000;"Asia";6,03;433;NA;NA
"9064";"Namibia";1867;1090;32,4;230000;"Africa";5,96;412;NA;NA
"9065";"Nepal";1867;660;32,8;4690000;"Asia";6,15;407;NA;NA
"9066";"Netherlands";1867;4930;39,3;3530000;"Europe";5,04;310;NA;NA
"9067";"New Zealand";1867;4660;34;248000;"Oceania";5,65;146;NA;NA
"9068";"Nicaragua";1867;1610;25,4;395000;"Americas";6,16;509;NA;NA
"9069";"Niger";1867;561;30,8;1610000;"Africa";6,83;433;NA;NA
"9070";"Nigeria";1867;1090;30,4;14800000;"Africa";6,55;438;NA;NA
"9071";"Norway";1867;2410;47,9;1700000;"Europe";4,38;189;NA;NA
"9072";"Oman";1867;1120;32,3;364000;"Asia";6,88;414;NA;NA
"9073";"Pakistan";1867;1030;25,8;1,6e+07;"Asia";6,59;502;NA;NA
"9074";"Panama";1867;1440;32,9;170000;"Americas";5,36;406;NA;NA
"9075";"Paraguay";1867;1510;35,5;380000;"Americas";6,49;374;NA;NA
"9076";"Peru";1867;1370;35,7;2520000;"Americas";6,82;372;NA;NA
"9077";"Philippines";1867;1030;30,9;4190000;"Asia";6,37;432;NA;NA
"9078";"Poland";1867;1560;35,9;16300000;"Europe";5,09;369;NA;NA
"9079";"Portugal";1867;1730;35,6;4240000;"Europe";4,12;373;NA;NA
"9080";"Romania";1867;1550;35,7;8980000;"Europe";4,25;316;NA;NA
"9081";"Rwanda";1867;469;31,8;1260000;"Africa";7,07;420;NA;NA
"9082";"Sao Tome and Principe";1867;963;31;32400;"Africa";6,23;337;NA;NA
"9083";"Saudi Arabia";1867;909;32,1;2320000;"Asia";6,86;416;NA;NA
"9084";"Senegal";1867;626;25,2;1390000;"Africa";5,7;512;NA;NA
"9085";"Serbia";1867;1860;35,5;3250000;"Europe";5,98;374;NA;NA
"9086";"Sierra Leone";1867;924;25,1;1110000;"Africa";5,72;514;NA;NA
"9087";"Singapore";1867;1140;34;81000;"Asia";5,22;392;NA;NA
"9088";"Slovak Republic";1867;1950;36,4;2540000;"Europe";5,94;363;NA;NA
"9089";"Slovenia";1867;1930;36,6;711000;"Europe";4,2;361;NA;NA
"9090";"Somalia";1867;740;29,4;1340000;"Africa";6,87;452;NA;NA
"9091";"South Africa";1867;1540;33,5;2510000;"Africa";6,47;398;NA;NA
"9092";"Spain";1867;1950;29,5;1,6e+07;"Europe";5,09;306;NA;NA
"9093";"Sri Lanka";1867;1320;32,6;2680000;"Asia";5,68;410;NA;NA
"9094";"Sudan";1867;652;31,4;4770000;"Africa";6,64;425;NA;NA
"9095";"Swaziland";1867;616;32,3;86500;"Africa";6,71;414;NA;NA
"9096";"Sweden";1867;2040;46,2;4060000;"Europe";4,4;211;NA;NA
"9097";"Switzerland";1867;4330;38;2620000;"Europe";4,16;337;NA;NA
"9098";"Syria";1867;1150;31,1;1570000;"Asia";6,85;429;NA;NA
"9099";"Tanzania";1867;639;32,2;3560000;"Africa";6,74;415;NA;NA
"9100";"Thailand";1867;999;30,4;5740000;"Asia";6,35;438;NA;NA
"9101";"Togo";1867;859;31,3;674000;"Africa";6,34;427;NA;NA
"9102";"Trinidad and Tobago";1867;1590;38,8;118000;"Americas";4,84;336;NA;NA
"9103";"Tunisia";1867;899;28,8;1170000;"Africa";6,4;460;NA;NA
"9104";"Turkey";1867;1570;35;11700000;"Europe";6,92;380;NA;NA
"9105";"Uganda";1867;584;25,3;2460000;"Africa";6,89;511;NA;NA
"9106";"United Kingdom";1867;5620;42,6;26700000;"Europe";4,94;248;NA;NA
"9107";"United States";1867;4010;39,4;38100000;"Americas";5,1;329;NA;NA
"9108";"Uruguay";1867;5310;32,9;3e+05;"Americas";5,78;406;NA;NA
"9109";"Venezuela";1867;842;32,2;1650000;"Americas";5,88;415;NA;NA
"9110";"Vietnam";1867;836;32;9990000;"Asia";4,7;417;NA;NA
"9111";"Zambia";1867;780;32,6;745000;"Africa";6,71;410;NA;NA
"9112";"Zimbabwe";1867;942;33,7;1520000;"Africa";6,75;396;NA;NA
"9113";"Afghanistan";1868;711;27,5;4130000;"Asia";7;479;NA;NA
"9114";"Albania";1868;746;35,4;598000;"Europe";4,6;375;NA;NA
"9115";"Algeria";1868;1240;11;3750000;"Africa";6,99;460;NA;NA
"9116";"Angola";1868;832;27;2280000;"Africa";6,98;486;NA;NA
"9117";"Argentina";1868;2980;33,2;1750000;"Americas";6,8;402;NA;NA
"9118";"Australia";1868;5230;34;1640000;"Oceania";5,43;201;NA;NA
"9119";"Austria";1868;3390;34,4;4490000;"Europe";4,77;403;NA;NA
"9120";"Bahrain";1868;1880;30,3;65100;"Asia";7;440;NA;NA
"9121";"Bangladesh";1868;881;25,5;24500000;"Asia";6,7;508;NA;NA
"9122";"Belgium";1868;4760;42,6;5030000;"Europe";4,76;270;NA;NA
"9123";"Benin";1868;754;31;1020000;"Africa";5,61;430;NA;NA
"9124";"Bolivia";1868;1350;33;1520000;"Americas";6,48;405;NA;NA
"9125";"Bosnia and Herzegovina";1868;789;35,1;1300000;"Europe";5,38;379;NA;NA
"9126";"Botswana";1868;502;33,6;122000;"Africa";6,49;397;NA;NA
"9127";"Brazil";1868;1600;32;9630000;"Americas";6,26;417;NA;NA
"9128";"Bulgaria";1868;1380;38,8;2640000;"Europe";5,16;336;NA;NA
"9129";"Burkina Faso";1868;508;29,2;2360000;"Africa";6,07;455;NA;NA
"9130";"Burundi";1868;445;31,5;1280000;"Africa";6,81;424;NA;NA
"9131";"Cambodia";1868;973;35;2360000;"Asia";6,95;380;NA;NA
"9132";"Cameroon";1868;792;28,8;2130000;"Africa";5,54;460;NA;NA
"9133";"Canada";1868;2730;42,3;3710000;"Americas";5,07;298;NA;NA
"9134";"Central African Republic";1868;536;30;604000;"Africa";6,51;444;NA;NA
"9135";"Chad";1868;529;30,9;1450000;"Africa";6,06;432;NA;NA
"9136";"Chile";1868;1750;32;1900000;"Americas";5,53;417;NA;NA
"9137";"China";1868;1110;31,9;3,67e+08;"Asia";5,5;423;NA;NA
"9138";"Colombia";1868;1090;32;2420000;"Americas";6,19;417;NA;NA
"9139";"Comoros";1868;746;32,1;82500;"Africa";6,01;416;NA;NA
"9140";"Congo, Dem. Rep.";1868;642;31,6;7090000;"Africa";5,99;423;NA;NA
"9141";"Congo, Rep.";1868;697;32,7;448000;"Africa";5,67;409;NA;NA
"9142";"Costa Rica";1868;1330;30,2;133000;"Americas";6,93;441;NA;NA
"9143";"Cote d'Ivoire";1868;1070;31,2;1510000;"Africa";6,78;428;NA;NA
"9144";"Croatia";1868;1850;36,1;1880000;"Europe";5,75;367;NA;NA
"9145";"Cuba";1868;1900;30,6;1400000;"Americas";5,78;436;NA;NA
"9146";"Czech Republic";1868;2630;35;6580000;"Europe";5,13;380;NA;NA
"9147";"Denmark";1868;3260;45,7;1850000;"Europe";4,18;221;NA;NA
"9148";"Djibouti";1868;932;29,9;33000;"Africa";6,3;445;NA;NA
"9149";"Dominican Republic";1868;868;29,9;234000;"Americas";6,16;445;NA;NA
"9150";"Ecuador";1868;721;32,9;1010000;"Americas";7;406;NA;NA
"9151";"Egypt";1868;989;33;6870000;"Africa";6,04;405;NA;NA
"9152";"El Salvador";1868;1460;28,7;480000;"Americas";5,9;462;NA;NA
"9153";"Equatorial Guinea";1868;389;29,8;94400;"Africa";5,51;447;NA;NA
"9154";"Eritrea";1868;603;30,2;388000;"Africa";6,96;441;NA;NA
"9155";"Ethiopia";1868;533;29,7;5790000;"Africa";7,17;448;NA;NA
"9156";"Finland";1868;1670;8,11;1820000;"Europe";3,4;637;NA;NA
"9157";"France";1868;3640;40,2;3,8e+07;"Europe";3,49;288;NA;NA
"9158";"Gabon";1868;394;30,6;237000;"Africa";6,25;436;NA;NA
"9159";"Gambia";1868;847;28,8;148000;"Africa";6,51;460;NA;NA
"9160";"Germany";1868;2850;38,4;3,9e+07;"Europe";5,13;499;NA;NA
"9161";"Ghana";1868;734;28;1630000;"Africa";6,43;471;NA;NA
"9162";"Greece";1868;1950;36,6;3600000;"Europe";3,85;361;NA;NA
"9163";"Guatemala";1868;1270;25,8;1050000;"Americas";6,45;503;NA;NA
"9164";"Guinea";1868;498;30,2;1500000;"Africa";6,11;441;NA;NA
"9165";"Guinea-Bissau";1868;810;32;303000;"Africa";7,25;417;NA;NA
"9166";"Haiti";1868;1040;29;1130000;"Americas";6,31;486;NA;NA
"9167";"Honduras";1868;1250;33,9;404000;"Americas";6,2;393;NA;NA
"9168";"Hungary";1868;1820;36;5830000;"Europe";5,09;370;NA;NA
"9169";"Iceland";1868;1560;34,6;83900;"Europe";4,32;341;NA;NA
"9170";"India";1868;1060;25,3;2,12e+08;"Asia";5,95;509;NA;NA
"9171";"Indonesia";1868;1070;30;26500000;"Asia";6,07;444;NA;NA
"9172";"Iran";1868;1070;25,6;8310000;"Asia";7,08;506;NA;NA
"9173";"Iraq";1868;1180;31,2;1570000;"Asia";7,13;428;NA;NA
"9174";"Ireland";1868;2870;40,7;3920000;"Europe";3,58;140;NA;NA
"9175";"Israel";1868;888;32;247000;"Asia";5,12;447;NA;NA
"9176";"Italy";1868;2460;29,7;27500000;"Europe";4,92;447;NA;NA
"9177";"Jamaica";1868;904;34,2;490000;"Americas";5,13;390;NA;NA
"9178";"Japan";1868;1200;36,5;34400000;"Asia";4,13;362;NA;NA
"9179";"Jordan";1868;1190;31,7;267000;"Asia";6,97;421;NA;NA
"9180";"Kenya";1868;1060;25,5;2590000;"Africa";6,91;508;NA;NA
"9181";"Kuwait";1868;1420;26;81700;"Asia";6,87;500;NA;NA
"9182";"Lebanon";1868;1530;29,7;460000;"Asia";5,74;448;NA;NA
"9183";"Lesotho";1868;408;32,8;397000;"Africa";5,84;407;NA;NA
"9184";"Liberia";1868;909;31,1;468000;"Africa";6,19;429;NA;NA
"9185";"Libya";1868;1900;33,1;701000;"Africa";7,2;405;NA;NA
"9186";"Madagascar";1868;724;30,5;2330000;"Africa";6,89;437;NA;NA
"9187";"Malawi";1868;353;30,3;745000;"Africa";6,78;440;NA;NA
"9188";"Malaysia";1868;1100;30,6;794000;"Asia";5,45;436;NA;NA
"9189";"Mali";1868;614;26,4;2190000;"Africa";6,23;494;NA;NA
"9190";"Mauritania";1868;667;32;467000;"Africa";6,34;417;NA;NA
"9191";"Mauritius";1868;1190;13,7;325000;"Africa";5,03;254;NA;NA
"9192";"Mexico";1868;1240;26,9;9140000;"Americas";6,8;487;NA;NA
"9193";"Mongolia";1868;644;31,8;666000;"Asia";5,94;420;NA;NA
"9194";"Montenegro";1868;1450;35,4;193000;"Europe";5,38;375;NA;NA
"9195";"Morocco";1868;779;33,1;3730000;"Africa";6,5;403;NA;NA
"9196";"Mozambique";1868;406;30,3;3140000;"Africa";6,63;440;NA;NA
"9197";"Myanmar";1868;848;30,8;4400000;"Asia";6,03;433;NA;NA
"9198";"Namibia";1868;1110;32,4;230000;"Africa";5,96;412;NA;NA
"9199";"Nepal";1868;660;32,8;4710000;"Asia";6,15;407;NA;NA
"9200";"Netherlands";1868;4950;37,8;3560000;"Europe";5,05;337;NA;NA
"9201";"New Zealand";1868;4820;34;265000;"Oceania";5,65;142;NA;NA
"9202";"Nicaragua";1868;1620;25,4;399000;"Americas";6,16;509;NA;NA
"9203";"Niger";1868;564;30,8;1620000;"Africa";6,83;433;NA;NA
"9204";"Nigeria";1868;1100;30,4;14900000;"Africa";6,55;438;NA;NA
"9205";"Norway";1868;2400;47,2;1710000;"Europe";4,3;203;NA;NA
"9206";"Oman";1868;1120;32,3;365000;"Asia";6,88;414;NA;NA
"9207";"Pakistan";1868;1030;25,8;16100000;"Asia";6,59;502;NA;NA
"9208";"Panama";1868;1460;32,9;172000;"Americas";5,36;406;NA;NA
"9209";"Paraguay";1868;1530;35,5;382000;"Americas";6,49;374;NA;NA
"9210";"Peru";1868;1370;35,7;2550000;"Americas";6,82;372;NA;NA
"9211";"Philippines";1868;1040;30,9;4250000;"Asia";6,39;432;NA;NA
"9212";"Poland";1868;1570;35,9;16500000;"Europe";5,63;369;NA;NA
"9213";"Portugal";1868;1740;35,6;4270000;"Europe";4,14;373;NA;NA
"9214";"Romania";1868;1580;35,7;9030000;"Europe";4,48;330;NA;NA
"9215";"Rwanda";1868;470;31,8;1270000;"Africa";7,07;420;NA;NA
"9216";"Sao Tome and Principe";1868;964;31;32600;"Africa";6,23;335;NA;NA
"9217";"Saudi Arabia";1868;910;32,1;2330000;"Asia";6,86;416;NA;NA
"9218";"Senegal";1868;629;25,2;1400000;"Africa";5,7;512;NA;NA
"9219";"Serbia";1868;1870;35,5;3280000;"Europe";5,99;374;NA;NA
"9220";"Sierra Leone";1868;928;25,1;1120000;"Africa";5,72;514;NA;NA
"9221";"Singapore";1868;1140;34;83100;"Asia";5,22;392;NA;NA
"9222";"Slovak Republic";1868;1960;36,4;2550000;"Europe";5,94;363;NA;NA
"9223";"Slovenia";1868;1940;36,6;717000;"Europe";4,47;361;NA;NA
"9224";"Somalia";1868;740;29,4;1350000;"Africa";6,87;452;NA;NA
"9225";"South Africa";1868;1580;33,5;2550000;"Africa";6,47;398;NA;NA
"9226";"Spain";1868;1750;29,5;16100000;"Europe";4,72;345;NA;NA
"9227";"Sri Lanka";1868;1350;32,6;2710000;"Asia";5,68;410;NA;NA
"9228";"Sudan";1868;655;31,4;4780000;"Africa";6,64;425;NA;NA
"9229";"Swaziland";1868;619;32,3;86500;"Africa";6,71;414;NA;NA
"9230";"Sweden";1868;1860;43,2;4100000;"Europe";3,93;249;NA;NA
"9231";"Switzerland";1868;5090;38;2630000;"Europe";4,04;330;NA;NA
"9232";"Syria";1868;1150;31,1;1580000;"Asia";6,85;429;NA;NA
"9233";"Tanzania";1868;641;32,2;3570000;"Africa";6,74;415;NA;NA
"9234";"Thailand";1868;1000;30,4;5780000;"Asia";6,35;438;NA;NA
"9235";"Togo";1868;863;31,3;680000;"Africa";6,34;427;NA;NA
"9236";"Trinidad and Tobago";1868;1600;38,8;121000;"Americas";4,85;336;NA;NA
"9237";"Tunisia";1868;903;9,8;1180000;"Africa";6,4;460;NA;NA
"9238";"Turkey";1868;1580;35;11800000;"Europe";6,92;380;NA;NA
"9239";"Uganda";1868;586;25,3;2460000;"Africa";6,89;511;NA;NA
"9240";"United Kingdom";1868;5840;42;2,7e+07;"Europe";4,97;263;NA;NA
"9241";"United States";1868;4060;39,4;3,9e+07;"Americas";5,07;329;NA;NA
"9242";"Uruguay";1868;5430;32,9;312000;"Americas";5,78;406;NA;NA
"9243";"Venezuela";1868;846;32,2;1670000;"Americas";5,88;415;NA;NA
"9244";"Vietnam";1868;835;32;10100000;"Asia";4,7;417;NA;NA
"9245";"Zambia";1868;782;32,6;745000;"Africa";6,71;410;NA;NA
"9246";"Zimbabwe";1868;943;33,7;1530000;"Africa";6,75;396;NA;NA
"9247";"Afghanistan";1869;714;27,5;4150000;"Asia";7;479;NA;NA
"9248";"Albania";1869;748;35,4;604000;"Europe";4,6;375;NA;NA
"9249";"Algeria";1869;1250;15;3780000;"Africa";6,99;460;NA;NA
"9250";"Angola";1869;836;27;2300000;"Africa";6,98;486;NA;NA
"9251";"Argentina";1869;3030;33,2;1800000;"Americas";6,8;402;NA;NA
"9252";"Australia";1869;5130;34;1680000;"Oceania";5,19;184;NA;NA
"9253";"Austria";1869;3410;34,4;4520000;"Europe";4,73;393;NA;NA
"9254";"Bahrain";1869;1900;30,3;65200;"Asia";7;440;NA;NA
"9255";"Bangladesh";1869;881;25,5;24600000;"Asia";6,7;508;NA;NA
"9256";"Belgium";1869;4930;42,6;5070000;"Europe";4,78;265;NA;NA
"9257";"Benin";1869;758;31;1030000;"Africa";5,61;430;NA;NA
"9258";"Bolivia";1869;1360;33;1530000;"Americas";6,48;405;NA;NA
"9259";"Bosnia and Herzegovina";1869;790;35,1;1310000;"Europe";5,37;379;NA;NA
"9260";"Botswana";1869;505;33,6;122000;"Africa";6,49;397;NA;NA
